"alpha_0","alpha_7","alpha_14","alpha_21","alpha_28","alpha_35","alpha_42","alpha_49","alpha_56","alpha_63","alpha_70","alpha_77","alpha_84","alpha_91","alpha_98","alpha_105","alpha_112","alpha_119","elu_0","elu_30","elu_60","elu_90","elu_120","elu_150","elu_180","elu_210","elu_240","elu_270","elu_300","elu_330","elu_360","elu_390","cdc15_10","cdc15_30","cdc15_50","cdc15_70","cdc15_90","cdc15_110","cdc15_130","cdc15_150","cdc15_170","cdc15_190","cdc15_210","cdc15_230","cdc15_250","cdc15_270","cdc15_290","spo_0","spo_2","spo_5","spo_7","spo_9","spo_11","spo5_2","spo5_7","spo5_11","spo__early","spo__mid","heat_0","heat_10","heat_20","heat_40","heat_80","heat_160","dtt_15","dtt_30","dtt_60","dtt_120","cold_0","cold_20","cold_40","cold_160","diau_540","diau_660","diau_780","diau_900","diau_1020","diau_1140","diau_1260","class"
-0.14,-0.79,-0.69,-0.47,-0.38,0.15,-0.09,0.28,-0.22,0.51,-0.62,0.3,-0.3,0.12,-0.14,-0.17,0.12,-0.1,-0.81,-0.22,-0.38,-0.01,-0.1,-0.01,0.03,-0.23,-0.23,-0.32,0.03,-0.47,-0.76,-0.47,-0.79,-1.12,-0.27,-0.07,-0.32,-0.49,-0.81,-1,-0.3,-0.4,-0.69,0.29,-0.67,-0.56,-0.58,-0.12,0.18,0.01,0.36,0.36,0.49,-0.32,0.04,0.32,0.4,0.32,-0.09,-1.22,-0.09,-0.34,-0.36,0.03,-0.67,-0.36,-0.56,-0.23,0.48,0.34,-0.06,0.82,-0.07,0.03,0.01,-0.23,-0.3,-0.49,-0.74,GO0004406@GO0033100@GO0016573@GO0006348@GO0030466
0.08,-0.01,-0.09,0.18,-0.14,0.18,0.01,0.26,0.15,-0.2,,-0.06,0.11,-0.09,0.12,0.14,-0.01,-0.01,0.31,-0.14,-0.07,0.26,,0.26,0.14,-0.2,-0.71,-0.22,-0.1,-0.94,-0.51,-0.3,-0.3,-0.3,-0.29,-0.2,-0.2,-0.23,-0.47,-0.29,-0.3,-0.14,-0.03,-1.74,-0.51,-0.4,-0.22,-0.29,0.58,0.63,0.6,0.24,0.88,-0.25,-0.36,-0.1,0.96,1.02,-0.22,-0.6,-0.27,-0.49,-0.62,0.38,-0.32,-0.3,-0.58,-0.71,-0.17,0.12,0.73,0.56,-0.01,0.14,0.23,-0.3,-0.36,-0.09,-0.45,GO0004662@GO0004871@GO0005953@GO0005622@GO0018348@GO0007264@GO0030468@GO0006874
0.03,-0.32,-0.32,-0.12,-0.38,0.03,-0.01,0.15,0.12,-0.07,-0.15,-0.07,-0.09,-0.22,-0.09,0.03,-0.1,0.04,-0.43,0.21,0.21,0.64,0.39,0.26,0.31,0.25,0.04,0.33,0.26,0.12,-0.07,0.16,-0.18,0.16,-0.32,-0.29,-0.89,-0.25,-0.43,0.39,0.08,-1,-0.56,,-1.03,-0.43,-0.76,-0.14,-0.04,0.53,0.58,0.42,0.33,-0.36,0.11,-0.42,0.37,1.1,,-1.32,-0.45,-0.36,-0.47,0.03,0.39,-0.07,-0.04,-0.4,0.2,0.11,0.04,0.5,0.19,0.1,0.15,-0.12,-0.32,-0.64,-1.43,GO0051082@GO0005832@GO0005856@GO0005737@GO0006457@GO0007010
0.15,-0.3,-0.14,-0.32,0.14,-0.2,0.18,-0.07,-0.04,0.1,-0.2,-0.06,-0.12,-0.23,-0.17,-0.23,0.01,-0.14,0.01,-0.64,-0.23,-0.03,0.43,0.29,-0.09,0.03,,-0.1,0.07,-0.18,-0.36,-0.4,0.61,0.58,0.52,0.23,0.33,0.25,0.37,0.15,0.04,0.42,0.34,-0.36,0.33,0.08,0.31,0.03,-0.23,0.06,0.55,0.1,-0.01,-0.29,-0.15,-0.17,-0.42,0.41,-0.18,-0.86,-0.64,-0.58,-0.6,-0.03,-0.01,-0.09,-0.67,-0.62,-0.29,0.12,0.11,0.48,-0.14,-0.01,0.24,-0.17,-0.29,0.2,-0.69,GO0000175@GO0000176@GO0000177@GO0006402@GO0006365@GO0043330
0.7,-0.43,-0.25,-0.29,-0.1,-0.09,-0.17,-0.06,-0.1,-0.23,0.38,-0.01,-0.06,-0.15,-0.03,0.32,-0.14,-0.18,-0.15,-0.67,-0.17,-0.12,0.12,0.07,-0.09,-0.3,-0.56,-0.6,-0.22,-0.43,-0.69,-0.49,0.46,-0.62,-0.09,0.06,0.04,0.14,0.14,-0.12,-0.27,0.06,-0.15,-0.43,-1.89,-0.14,-0.42,-0.54,-0.14,0.03,0.32,-0.01,0.32,-0.6,-0.18,-0.32,-0.54,0.15,-0.01,-0.76,-0.27,-0.6,-0.43,-0.01,-0.36,-0.29,-0.4,-0.62,1.09,0.54,0.45,1.1,0.25,0.14,,-0.18,-0.38,-0.03,-0.94,GO0030627@GO0005685@GO0000243@GO0000395
0.01,-0.51,-0.64,-0.45,-0.43,-0.07,0.11,-0.07,0.07,0.21,-0.14,0.26,-0.06,-0.06,-0.14,0.01,-0.09,0.18,-0.86,0.18,-0.54,0.26,0.23,0.31,0.24,0.44,0.07,0.5,1.18,0.06,-0.34,0.37,-0.56,0.26,-0.56,-0.07,-0.47,-0.69,-0.06,0.6,-0.03,-1.22,-0.25,0.12,-1.03,0.14,-0.56,0.12,-0.14,-0.43,,-0.36,-0.51,0.01,-0.4,0.07,0.6,0.14,0.01,-1.12,-0.81,0.06,-0.34,0.3,-0.34,-0.94,-0.56,-0.86,-0.12,0.01,-0.15,1.28,0.04,0.04,0.53,-0.4,-0.51,-0.1,-0.6,GO0004534@GO0005634@GO0005739@GO0030846@GO0006365
-0.23,-0.32,-0.18,-0.03,-0.01,0.08,-0.2,0.06,0.03,-0.2,0.39,0.04,-0.06,-0.14,0.24,0.37,-0.09,-0.12,-0.12,-0.22,-0.03,-0.03,0.11,0.11,0.07,0.12,-0.01,-0.01,-0.18,0.01,0.06,-0.07,,-0.04,-0.27,-0.04,-0.32,-0.29,-0.17,-0.54,-0.22,-0.27,-0.36,-0.32,-0.38,-0.27,-0.56,0.03,-0.17,0.07,-0.54,-0.67,-0.51,-0.17,-0.51,-0.34,0.42,0.24,,-0.34,-0.17,0.15,-0.04,,-0.14,-0.62,-0.14,-0.3,-0.12,-0.09,-0.3,0.39,0.3,-0.04,0.34,-0.36,-0.32,-0.29,-0.3,GO0005198@GO0005643@GO0006999@GO0006607@GO0006608@GO0006609@GO0006610@GO0006611@GO0006406@GO0006407@GO0006408@GO0006409@GO0000055
0.06,0.08,0.25,0.63,0.57,0.32,0.39,0.48,0.42,-0.06,1.14,0.04,0.25,-0.06,0.82,0.31,0.15,0.03,-0.51,-0.62,-0.38,-0.17,-0.17,-0.09,-0.14,-0.4,-0.17,-0.47,-0.79,-0.58,-0.43,-0.58,-0.42,-0.18,-0.14,-0.4,-1.03,-0.45,-1.51,1.21,0.12,-0.81,0.11,-0.49,-0.92,0.24,-0.74,-0.14,0.34,0.01,-0.58,-0.64,-1,0.25,-1.03,-1,1.06,,-0.1,-0.03,0.23,0.23,0.14,,-0.29,-0.42,-0.1,-0.81,0.55,0.21,1.25,1.44,0.01,-0.15,-0.15,-0.29,-0.49,-0.81,-1.56,GO0005086@GO0005798@GO0000137@GO0030036@GO0006888@GO0006890@GO0006891
-0.32,0.48,0.19,0.48,-0.23,-0.18,-0.34,0.16,,0.15,0.41,-0.09,0.04,0.04,0.4,-0.12,-0.23,-0.1,0.07,-0.51,-0.69,0.04,-0.54,0.3,-0.2,-1.06,-0.69,-0.67,-0.94,-0.2,-1.18,-0.69,-0.29,0.06,-0.17,0.71,0.18,-0.06,0.01,-0.14,0.26,-0.07,-0.12,0.39,-0.42,-0.38,-0.54,0.03,0.51,0.11,-0.34,-0.64,-0.92,0.31,-0.45,-1.36,0.81,1.21,0.16,0.19,0.2,0.08,-0.54,0.85,-0.81,-0.49,-1.18,-0.25,0.38,0.82,0.89,-0.03,0.1,,0.38,-0.43,-0.43,-1.4,-1.6,GO0000254@GO0005789@GO0005886@GO0006696
-0.4,0.03,0.36,-0.03,-1.25,-0.56,-1.29,,0.06,0.84,0.64,0.48,-0.2,-0.42,-0.71,-0.14,-0.22,0.36,-0.92,0.4,-0.06,0.36,0.67,0.54,0.31,0.29,-0.34,0.34,0.15,0.14,0.24,0.21,0.65,0.21,-1.4,-1.22,-0.45,0.52,0.82,-0.12,-0.89,-0.67,-0.12,0.48,0.54,0.08,-0.1,-0.07,1.51,1.07,0.52,-0.42,-0.62,0.24,-0.67,-1.29,2.01,1.13,-0.25,-0.62,-0.27,0.28,-0.51,-0.04,-0.29,-0.47,-0.64,-0.29,0.1,0.15,0.26,1.33,0.01,-0.1,-0.2,-0.45,-0.64,-0.74,-1.47,GO0004003@GO0003682@GO0005656@GO0042555@GO0005634@GO0005737@GO0006267@GO0006270@GO0006268
-0.43,-0.76,-0.14,0.21,-0.2,-0.45,-0.4,-0.47,-0.38,-0.27,0.28,0.34,0.15,-0.2,-0.01,-0.07,-0.34,-0.32,-1.03,-0.43,-0.2,,0.19,0.2,,-0.12,-0.04,-0.07,-0.32,-0.01,0.29,-0.18,0.43,0.58,0.01,-0.23,-0.45,-0.45,0.04,-0.09,-0.03,-0.67,-0.79,0.12,-0.22,-0.97,-0.47,-0.2,0.65,0.39,0.1,-0.18,-0.4,-0.07,-0.36,-0.6,0.74,0.86,-0.43,-0.4,-0.56,0.15,0.12,-0.18,-0.03,0.04,0.07,0.26,-0.36,0.53,-0.07,0.37,0.07,0.06,0.19,-0.32,-0.23,-0.64,-0.92,GO0003917@GO0005634@GO0005730@GO0006265@GO0000183@GO0006271@GO0006368@GO0007076@GO0007097@GO0006357@GO0000019
-0.34,-0.23,-0.74,-1,-1.03,-0.4,-0.58,-0.45,-0.27,0.24,0.04,-0.09,-0.18,-0.17,-0.34,-0.03,-0.27,0.14,-0.14,0.74,-0.12,0.06,-0.2,-0.06,-0.07,0.21,0.06,0.23,0.08,0.26,0.07,0.31,0.14,0.14,0.11,-0.42,-0.76,-0.69,-0.69,0.44,-1.29,-0.47,-0.69,0.34,-1.22,0.57,-0.86,0.1,0.06,0.58,-0.22,-0.6,-1.18,-0.47,-0.84,-2.18,1.7,1.55,-0.3,-0.56,-0.58,-0.43,-0.04,-0.03,-0.22,-0.36,0.1,-0.09,-0.42,0.56,-0.32,0.06,0.04,-0.12,-0.04,-0.36,-0.43,-0.74,-0.94,GO0016563@GO0005789@GO0006631@GO0009409@GO0045944
-0.23,-0.43,-0.49,-0.62,-0.49,-0.14,-0.1,-0.32,-0.18,-0.12,-0.32,-0.23,-0.17,-0.47,-0.32,-0.42,-0.38,-0.18,-0.04,-0.29,-0.3,0.32,-0.17,-0.23,-0.32,-0.06,-0.18,0.19,0.01,-0.15,0.14,-0.12,-0.54,-0.12,-0.14,0.76,-0.2,0.12,-0.04,-0.06,0.11,0.11,-0.12,0.74,0.16,0.11,-0.12,-0.23,,0.14,-0.23,-0.22,,-0.32,-0.69,-0.71,0.2,0.51,-0.22,-0.27,-0.34,-0.6,-0.2,0.19,-0.4,0.07,,-0.03,0.21,0.15,-0.06,0.72,-0.15,-0.49,-0.1,-0.34,-0.32,0.18,-1.06,GO0043141@GO0031011@GO0005634@GO0006338@GO0006623
0.01,0.01,-0.45,-0.27,0.06,0.11,0.07,-0.15,-0.12,0.03,0.07,-0.42,-0.03,-0.15,0.3,-0.32,0.06,-0.29,-0.4,0.21,0.1,0.56,0.34,-0.09,-0.12,-0.07,0.11,0.03,-0.38,0.14,-0.06,-0.1,-0.15,-0.45,-0.23,0.2,-0.01,0.32,0.18,-0.03,0.18,,-0.17,-0.09,-0.03,,-0.06,-0.38,-0.3,-0.29,-0.3,-0.17,-0.56,0.01,-0.32,0.04,-0.64,-0.42,-0.2,0.26,-0.03,-0.27,-0.76,-0.12,0.2,0.11,-0.67,-0.43,-0.01,0.3,0.79,0.66,0.1,-0.03,-0.15,-0.22,-0.38,-0.42,-0.38,GO0008301@GO0016566@GO0000228@GO0000122
0.15,-0.29,0.06,-0.25,0.38,-0.03,0.11,0.14,0.21,-0.12,0.18,-0.12,0.08,0.03,0.24,-0.01,0.21,-0.12,0.74,-0.07,-0.09,0.1,0.38,-0.09,0.19,0.1,-0.27,0.06,-0.22,-0.14,-0.4,-0.3,0.25,0.24,0.38,0.19,0.18,0.15,0.14,0.03,-0.04,0.39,0.29,-0.42,0.3,0.23,0.28,-0.43,-0.34,-0.1,-0.34,-0.25,-0.42,-0.2,-0.12,-0.36,-0.51,-1.06,0.18,-0.56,-0.18,0.32,-0.49,0.24,0.56,0.14,-0.62,-0.43,0.18,-0.04,0.34,0.7,-0.14,-0.07,-0.27,-0.47,-0.38,-0.62,-0.62,GO0004682@GO0005956@GO0006468@GO0030468@GO0006873@GO0000082@GO0000086@GO0006974@GO0000501@GO0006356@GO0006359
-0.07,-0.45,0.12,-0.07,0.04,-0.06,-0.04,-0.06,0.06,-0.43,0.28,-0.2,-0.09,-0.12,-0.12,0.08,-0.36,-0.18,-0.49,-0.58,-0.23,0.11,-0.03,0.19,0.38,0.33,0.1,0.1,0.07,0.08,0.08,-0.1,0.26,,-0.15,0.25,0.25,0.53,0.7,0.8,0.65,0.54,0.6,0.32,0.64,0.73,0.32,-0.14,-0.3,-0.47,-0.94,-0.74,-0.42,-0.07,-0.56,-0.34,-1.18,-1.29,-0.12,-0.22,0.03,-0.12,-0.25,0.01,0.29,-0.62,0.18,,-0.09,0.67,0.33,0.98,0.25,0.14,-0.01,-0.51,-0.45,-0.29,-0.49,GO0003735@GO0000049@GO0005763@GO0005739@GO0006412
-0.01,-0.38,-0.07,0.01,0.21,0.49,-0.04,0.19,0.12,-0.04,0.38,-0.23,-0.15,-0.17,0.04,-0.03,0.3,0.11,-0.4,-0.3,-0.2,-0.14,-0.04,-0.38,-0.6,-0.25,-0.32,-0.1,-0.58,-0.32,-0.15,-0.15,0.52,-0.03,-0.32,-0.2,0.07,0.15,0.08,-0.06,-0.04,0.01,-0.23,0.16,-0.3,-0.22,-0.43,-0.45,-0.94,-0.76,-0.6,-0.38,-0.06,-0.3,0.04,-0.01,-0.92,-1.32,-0.1,-0.1,-0.1,0.07,0.03,-0.34,-0.01,-0.47,0.08,,0.24,,0.34,0.79,-0.29,-0.12,-0.22,-0.6,-0.29,-0.54,-0.58,GO0003924@GO0005525@GO0030623@GO0031202@GO0005682@GO0046540@GO0000349@GO0000398
0.12,2.38,-0.15,-0.42,-0.14,-0.17,-0.09,,0.04,-0.15,-0.3,-1.09,-0.07,-0.43,-0.34,0.03,-0.38,-0.06,-0.69,-0.27,-0.22,0.21,0.16,0.19,-0.3,-0.58,-0.43,-0.23,-0.25,-0.42,-0.32,-0.6,1.21,0.78,0.32,-0.32,-0.49,-0.47,-2.32,-0.18,0.19,-0.25,-0.62,-0.32,-0.1,-0.42,-0.43,-0.2,-0.43,0.31,-0.69,-0.54,-0.32,-1,-0.81,-0.32,-1.6,-1.18,0.08,-1.15,-0.2,0.32,-0.03,0.37,-0.58,-0.81,-0.76,-0.42,-0.23,0.57,0.36,1.49,0.08,-0.27,-0.47,-0.47,-0.69,-1.15,-1.43,GO0003700@GO0003704@GO0005634@GO0005730@GO0006348@GO0006366@GO0006383
0.04,0.11,0.07,0.12,-0.04,0.18,0.25,0.39,0.52,0.11,0.43,0.1,0.18,-0.22,0.01,-0.22,-0.17,-0.09,-0.09,0.21,0.36,0.58,0.34,0.3,0.18,-0.09,-0.27,-0.17,0.04,-0.25,-0.36,-0.12,0.08,0.3,-0.03,0.08,0.03,0.29,0.4,0.25,0.08,0.14,0.14,-0.14,-0.09,-0.34,-0.23,-0.06,0.08,-0.25,0.36,0.39,0.54,0.59,0.48,0.52,-0.06,-0.86,-0.22,-0.47,,-0.15,-0.09,0.07,,-0.62,-0.43,-0.34,0.07,0.12,0.32,1.1,0.43,0.38,0.33,-0.67,-0.47,-0.14,-0.89,GO0003674@GO0005783@GO0006457@GO0006817@GO0045045
0.43,0.6,0.7,0.52,0.37,0.46,0.08,0.43,0.21,-0.07,0.33,0.31,0.32,0.26,0.1,0.4,0.2,0.34,-0.47,-0.09,0.62,0.93,0.63,0.38,0.36,-0.18,-0.22,0.03,0.19,-0.29,-0.3,-0.1,-0.36,-0.58,-0.67,0.1,-0.36,-0.34,-0.06,,-0.29,-0.07,-0.17,-0.34,0.07,-0.03,0.01,0.01,0.62,-0.32,-0.49,0.1,0.44,0.66,-0.45,0.21,-1.47,-2.56,0.14,-0.36,-0.09,-0.18,-0.2,-0.09,0.11,-0.76,-1.56,-0.34,0.41,0.45,0.38,1.33,0.48,0.28,0.7,-0.18,-0.64,-1.25,-1.43,GO0004072@GO0005737@GO0006555@GO0009090@GO0006566@GO0042493
-0.32,0.73,0.26,-0.51,-0.97,0.62,0.7,0.78,0.31,-0.17,-0.04,-0.17,-0.45,-0.49,-0.06,0.57,-0.12,0.04,-0.86,1.61,0.2,0.64,-0.23,-0.42,-0.49,-0.2,0.03,0.45,0.07,0.16,0.44,0.3,-0.4,-0.64,-0.18,1.02,-0.43,-1.36,0.14,0.86,0.87,-0.27,-0.67,0.12,0.61,0.48,0.32,0.16,1.04,0.24,-1.18,-0.36,0.6,0.86,-1.51,-0.2,-0.42,-3.06,0.45,-0.6,0.43,1.25,0.77,1,-2.94,-3.18,-1.47,0.11,0.07,0.93,2.14,1.87,0.23,0.33,0.5,-0.1,-0.4,-0.51,-0.45,GO0003871@GO0005737@GO0009086
-0.23,-0.42,-0.27,-0.23,,0.23,0.15,0.31,0.44,-0.12,0.28,-0.04,-0.1,-0.09,0.2,0.52,-0.3,0.11,-0.23,0.06,-0.14,,-0.12,-0.03,0.14,0.03,-0.14,0.01,,0.16,0.06,-0.09,-0.47,-0.47,-0.43,-0.6,-0.43,-0.47,-0.81,-1.79,-2.56,-0.89,-0.84,0.52,-0.4,-0.71,-0.92,0.01,-0.12,-0.14,-0.64,-0.56,-0.56,-0.29,-0.27,-0.69,0.62,0.72,0.31,-0.14,0.2,1,0.32,0.94,-0.4,-0.58,-0.15,-0.43,0.46,0.14,0.1,,0.19,0.31,0.03,-0.54,-0.76,-0.42,-0.36,GO0003677@GO0016563@GO0005634@GO0042493@GO0006357
-0.06,-0.49,-0.6,,-0.4,-0.71,-0.07,-0.38,0.08,-0.23,-0.1,-0.25,-0.04,1.44,0.01,-0.29,-0.27,-0.29,-1.32,-0.09,-0.04,0.12,0.18,-0.47,0.25,0.15,0.24,0.44,0.08,0.25,-0.1,0.37,-0.25,0.25,,-0.81,-0.14,-0.38,-0.47,0.45,0.74,-0.94,-0.43,-0.09,-0.81,-0.92,-0.84,-0.4,-0.42,-0.22,-0.56,-0.6,-0.36,-0.38,-0.29,-0.58,-0.2,0.29,-0.14,-0.27,-0.06,0.96,0.03,-0.4,-0.79,-0.14,-0.49,-0.54,0.1,0.19,0.12,1.12,0.11,-0.23,-0.2,-0.56,-0.94,-0.36,-0.36,GO0005198@GO0005515@GO0005643@GO0006998@GO0006999@GO0006607@GO0006608@GO0006609@GO0006610@GO0006611@GO0006406@GO0006407@GO0006408@GO0006409
-0.14,-0.01,-0.36,0.06,-0.14,0.15,0.23,0.25,0.08,0.08,-0.36,-0.06,-0.09,-0.14,-0.18,0.06,0.03,0.15,0.37,0.36,-0.15,-0.15,0.23,0.11,0.43,0.23,0.3,0.16,-0.09,0.23,0.54,0.12,-0.23,-0.12,-0.07,0.67,-0.29,-0.79,-0.01,0.44,-0.09,-0.42,-0.71,0.24,-0.76,-0.54,-0.69,-0.32,-0.22,-0.12,-0.22,-0.45,-0.18,-0.32,-0.14,0.15,0.4,0.36,0.06,0.43,-0.01,0.66,0.52,0.19,-0.49,-0.45,-0.07,-0.45,,-0.32,0.49,1.34,0.01,-0.15,-0.01,-0.49,-0.49,-0.3,-0.69,GO0008143@GO0005634@GO0030847@GO0006357
-0.14,-0.3,0.2,0.04,0.38,-0.27,0.26,-0.06,-0.01,-0.2,0.66,-0.12,-0.15,-0.12,0.08,-0.09,0.11,-0.25,0.67,-0.38,-0.1,0.12,0.3,-0.36,-0.12,0.03,-0.36,-0.34,-0.06,-0.34,-0.56,-0.27,-0.1,-0.06,0.03,-0.23,-0.2,-0.23,-0.23,-0.36,-0.07,-0.14,-0.25,0.31,0.04,-0.17,,-0.42,-0.09,-0.14,-0.34,-0.67,-0.76,0.04,-0.34,-0.64,0.04,-0.06,-0.22,-0.58,-0.51,-0.3,-0.36,0.06,-0.07,-0.32,-0.14,-0.25,0.15,0.38,0.59,0.42,-0.06,0.26,0.53,-0.06,0.06,0.41,0.21,GO0043141@GO0004402@GO0003682@GO0035267@GO0000812@GO0031011@GO0005634@GO0000790@GO0016573@GO0006281@GO0006338@GO0006357
-0.03,-0.03,-0.14,-0.29,-0.01,0.2,0.14,0.07,0.07,,-0.38,-0.27,-0.09,0.01,-0.14,-0.09,0.1,-0.1,0.18,-0.58,-0.2,-0.23,0.08,-0.09,-0.03,0.14,-0.27,-0.1,-0.12,-0.29,-0.38,-0.2,-0.94,-0.17,-0.18,0.06,-0.14,-0.12,-0.36,-0.27,-0.29,-0.14,-1.03,-0.38,-0.14,-0.18,0.06,-0.25,0.01,-0.14,-0.86,-0.86,-0.62,-0.07,-0.45,-0.3,0.07,-0.18,0.2,-0.17,-0.01,-0.56,-0.4,0.39,-0.09,0.28,-0.6,-0.29,0.28,0.51,0.65,0.66,0.11,0.07,0.39,-0.1,-0.22,0.08,0.07,GO0004407@GO0003714@GO0000508@GO0000509@GO0005634@GO0016575@GO0040020
-0.18,0.07,-0.38,-0.81,-0.04,-0.03,0.59,-0.07,-0.04,-0.07,-0.3,-0.36,-0.25,-0.49,-0.15,-0.04,-0.18,-0.25,-0.43,-0.84,-0.69,-0.27,-0.29,-0.27,-0.3,-0.03,-0.18,0.06,-0.4,-0.09,-0.36,-0.04,-0.45,-0.58,0.2,0.36,-0.22,-0.38,-0.22,0.41,0.26,-0.36,-0.47,0.04,-0.07,-0.18,-0.14,-0.32,0.29,-0.04,0.44,0.34,0.01,0.06,-0.23,0.04,-0.71,0.59,-0.12,0.15,0.18,0.34,0.04,0.3,-0.6,-0.58,-0.84,-0.42,-0.07,0.84,0.64,0.25,-0.34,-0.04,0.01,-0.23,-0.43,0.59,-0.06,GO0004851@GO0005622@GO0009086@GO0019354@GO0000103
0.3,0.5,0.34,0.03,-0.18,0.01,-0.23,0.45,-0.22,0.41,-0.45,0.23,0.03,-0.17,0.21,-0.17,-0.36,0.11,-0.64,-0.81,-0.71,0.54,-0.06,-0.34,-0.45,-0.49,-0.14,-1.43,-0.43,-0.38,-0.94,-0.32,-0.47,-0.17,-0.29,-0.89,-0.67,-0.3,-0.34,-0.38,0.18,0.01,-0.03,0.31,-0.3,-0.4,-0.09,0.08,,-0.49,-1.12,-1.03,-0.97,0.28,-0.27,-0.27,-0.2,0.32,0.77,0.07,0.25,0.18,0.34,0.34,-0.54,-0.79,-0.32,-0.36,0.08,0.62,0.57,0.23,-0.2,1.41,0.01,-0.14,-0.54,0.14,0.23,GO0016563@GO0005634@GO0009228@GO0045944
-0.14,-0.2,0.32,-0.15,-0.14,-0.51,-0.09,-0.36,-0.15,-0.34,-0.18,-0.14,-0.29,-0.62,-0.12,-0.32,0.03,-0.18,0.91,0.07,-0.36,-0.56,-0.51,-0.62,-0.58,-0.29,-0.09,-0.27,-0.43,-0.27,-0.01,-0.25,-0.2,-0.12,-0.09,-0.06,0.28,0.08,0.37,0.45,-0.3,-0.03,0.08,-0.27,0.19,0.1,0.19,-0.42,-0.47,-0.92,-0.45,-0.3,-0.51,-0.14,-0.03,-0.03,-0.15,-0.38,0.04,0.93,0.14,0.41,0.66,0.52,-0.14,-0.43,-0.2,-0.06,0.38,0.37,0.46,1.74,-0.38,-0.32,0.1,-0.54,-0.4,0.08,0.07,GO0003713@GO0005737@GO0005975@GO0006281
-0.54,0.38,-0.07,-0.2,-0.81,-0.12,-0.62,-0.14,-0.03,0.23,0.32,-0.12,-0.1,-0.64,-0.6,-0.1,-0.3,-0.04,0.96,0.2,-0.32,-0.15,-0.17,-0.3,-0.12,0.24,0.23,0.16,0.25,0.37,0.58,0.52,-0.56,-0.15,-0.18,-0.18,-0.04,0.14,0.07,0.18,0.68,-0.18,0.08,0.81,0.19,0.1,0.19,0.01,-0.32,-0.42,-0.45,-0.79,-0.6,0.01,0.23,-0.17,0.34,0.8,0.54,1.07,1.04,0.55,0.2,0.18,-0.43,-0.4,0.1,0.07,0.1,0.41,0.56,1.14,-0.17,-0.22,-0.47,-0.36,-0.42,0.31,0.53,GO0004722@GO0005575@GO0006883
-0.32,-0.15,0.03,-0.29,-0.23,-0.09,0.07,0.04,0.1,0.1,0.31,0.41,-0.2,-0.09,0.08,0.61,-0.22,0.28,0.63,-0.18,-0.3,0.19,-0.04,-0.27,-0.04,0.16,-0.06,-0.06,-0.38,-0.01,-0.27,0.03,-0.04,0.52,0.08,0.15,0.52,-0.09,0.33,-0.14,0.03,,0.2,0.58,0.4,-0.18,-0.94,0.26,-0.42,-0.58,-0.67,-0.3,-0.58,0.11,-0.64,0.08,0.48,0.29,0.61,1.01,0.56,1.04,0.57,0.51,-0.1,-0.67,-0.09,-0.64,0.31,0.73,0.7,0.86,-0.76,-0.29,-0.09,-0.74,-0.64,0.21,-0.1,GO0004407@GO0030528@GO0000508@GO0005634@GO0016575@GO0006644@GO0000723@GO0006357
-0.07,0.26,-0.06,0.31,-0.07,-0.74,-0.51,-0.09,-0.1,-0.09,0.01,-0.49,-0.49,-0.29,0.16,-0.18,-0.12,-0.12,0.82,-0.1,0.37,-0.06,-0.49,-0.42,-0.38,-0.15,0.21,-0.3,-0.54,0.16,-0.86,0.07,-0.18,-0.47,-0.4,-0.36,-0.51,-0.42,-0.34,0.45,-0.49,-0.54,-0.43,0.46,-1.12,0.21,-1.12,-0.07,-0.49,-0.6,-0.2,-0.09,-0.12,0.23,-0.09,0.81,0.03,-0.4,1.01,0.79,0.54,0.74,0.23,0.93,-0.67,-0.45,-0.18,-0.3,0.29,0.79,0.92,0.81,-0.18,0.31,-0.15,-0.1,-0.32,0.32,0.36,GO0003704@GO0005634@GO0045722@GO0045944
0.24,-0.2,-0.04,-0.1,-0.45,-0.18,-0.29,-0.15,-0.27,0.14,-0.4,0.01,0.03,-0.49,-0.64,0.04,-0.54,0.04,-0.22,-0.64,0.03,-0.12,-0.06,-0.25,-0.32,-0.42,0.24,-0.18,0.03,-0.4,-1.36,-0.07,-0.74,-0.2,-0.4,-0.71,0.99,-0.58,-0.54,-0.67,0.08,-0.42,-0.29,0.2,-0.76,-0.81,-0.86,-0.25,,-0.38,-0.3,-0.23,-0.09,0.01,-0.07,-0.3,-0.06,-0.22,-0.06,-0.2,0.21,-0.06,-0.47,-0.2,-0.67,-0.51,-0.69,-0.67,0.24,0.77,0.33,0.31,0.03,-0.07,-0.1,-0.25,-0.3,-0.3,-0.4,GO0003721@GO0000333@GO0005634@GO0005730@GO0007004
-0.09,-0.32,0.14,-0.1,,0.16,0.06,-0.09,0.14,-0.18,0.6,-0.06,0.07,-0.36,0.23,0.12,-0.04,-0.03,-0.07,-0.32,-0.43,-0.22,-0.25,-0.64,-0.3,-0.42,-0.58,-0.4,-0.43,-0.25,-0.3,-0.32,-0.94,,-0.69,-0.89,-0.67,-0.43,-0.47,-0.04,-0.74,-1.12,-0.71,0.2,-0.49,-0.4,-0.71,-0.18,0.31,0.55,0.33,0.44,0.33,-0.49,-0.38,-0.18,0.07,0.98,0.07,0.21,0.01,0.15,0.04,0.07,-0.58,-0.06,-0.47,-0.97,0.32,0.85,0.71,0.49,-0.07,-0.03,0.01,-0.15,0.15,0.29,0.58,GO0003674@GO0005737@GO0000011@GO0000723@GO0007035@GO0006623
