chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,class
3,20,0.1,0.1,0.07,0.13,0,0,0.02,0.1,0.37,0,0,0.11,0,0,0.39,0.05,0,1,1,,,4,5,2,0,GO0003674@GO0005634@GO0005737@GO0000282
3,21,0.44,0.42,0.41,0.43,0,0.09,0.03,0.43,0.17,0.5,0,0.18,0,0,0.09,0.33,0,,,,,,,,0,GO0003899@GO0005665@GO0006366
3,21,0.1,0.1,0.15,0.13,0,0.01,0,0.12,0.24,0,0,0.11,0,0,0.24,0,0,1,,,,,5,2,0,GO0003674@GO0005739@GO0005741@GO0000001
3,20,0.1,0.1,0.08,0.05,0,0,0,0.08,0.15,0,0,0.11,0,0,0.35,0,0,1,1,,,4,5,4,0,GO0004818@GO0005739@GO0006424@GO0006412
3,20,0.1,0.15,0.13,0.16,0,0,0.05,0.14,0.24,0,0,0.11,0,0,0.24,0.21,0,1,,,,4,4,2,0,GO0003674@GO0030122@GO0006886@GO0016192
3,20,0.1,0.1,0.08,0.06,0,0,0,0.08,0.2,0,0,0.11,0,0,0.3,0,0,1,1,,,4,5,4,0,GO0004439@GO0005783@GO0046856@GO0048017@GO0006887
3,20,0.1,0.1,0.06,0,0,0,0,0.07,0.29,0,0,0.11,0,0,0.37,0,0,1,1,,1,4,5,5,0,GO0004730@GO0016439@GO0017173@GO0005737@GO0009231@GO0031119
3,20,0.1,0.12,0.16,0.19,0,0,0.03,0.15,0.17,0,0,0.11,0,0,0.1,0.3,0,1,,,,4,5,2,0,GO0017136@GO0045129@GO0000118@GO0005634@GO0006342@GO0000723@GO0045950
3,20,0.1,0.1,0.11,0.07,0,0,0,0.09,0.26,0,0,0.11,0,0,0.34,0,0,1,1,,,4,5,4,0,GO0000215@GO0005634@GO0006388
3,20,0.22,0.23,0.2,0.33,0,0,0.17,0.25,0.22,0,0,0.11,0,0,0.17,1,0,,,,,4,4,,0,GO0005365@GO0005886@GO0015798
3,20,0.1,0.1,0.07,0.08,0,0,0,0.09,0.38,0,0,0.11,0,0,0.37,0,0,1,1,,,4,5,4,0,GO0008028@GO0000329@GO0006810
3,21,0.1,0.1,0.09,0.1,0,0,-0.17,0.1,0.25,0,0,0.11,0,0,0.2,0.85,0,1,1,,,4,5,,0,GO0015082@GO0005886@GO0015693
3,20,0.2,0.2,0.25,0.28,0,0.06,0.04,0.22,0.18,0.3,0,0.13,0,0,0.34,0.12,0,1,1,,,2,5,,0,GO0004842@GO0000152@GO0019005@GO0031463@GO0005634@GO0005737@GO0031146@GO0042787@GO0000082@GO0000086
3,20,0.1,0.11,0.13,0.1,0,0,0,0.11,0.26,0,0,0.11,0,0,0.26,0,0,1,,,,4,5,4,0,GO0003992@GO0005739@GO0005759@GO0006526@GO0006592
3,21,0.1,0.1,0,0.08,0,0,0,0.08,0.38,0,0,0.11,0,0,0.26,0,0,1,1,1,,5,5,4,0,GO0003712@GO0000124@GO0046695@GO0016573
3,20,0.64,0.42,0.8,0.79,0,0.17,0.24,0.66,0.11,1.5,0,0.21,0,0,0.15,1.6,1,,,,,2,5,2,0,GO0019170@GO0005634@GO0005737@GO0006950
3,21,0.1,0.09,0.05,0.1,0,-0.33,0,0.09,0.05,6.6,1,0.11,0,0,0.26,0,0,1,,,,,5,4,0,GO0015620@GO0016023@GO0005768@GO0016021@GO0015685
3,21,0.26,0.09,0.24,0.4,0,-0.17,-0.06,0.25,0.21,0.8,0,0.14,0,0,0.23,0.26,0,,,,,,5,,0,GO0003674@GO0009277@GO0008150
3,21,0.1,0.1,0.08,0.07,0,0,0,0.09,0.21,0,0,0.11,0,0,0.34,0,0,1,1,,,4,5,4,0,GO0000158@GO0000159@GO0005634@GO0000780@GO0005816@GO0005935@GO0005737@GO0006412@GO0006470@GO0051754
3,20,0.1,0.09,0,0.1,0,0,0,0.07,0.38,0,0,0.11,0,0,0.36,0,0,1,,1,1,5,5,5,0,GO0017022@GO0005737@GO0007534@GO0030036@GO0008298
3,21,0.1,0.1,0.07,0.09,0,0,0,0.09,0.2,0,0,0.11,0,0,0.17,0,0,1,1,,,4,5,4,0,GO0004633@GO0004864@GO0005575@GO0015937@GO0030004@GO0000082
3,20,0.1,0.1,0,0.06,0,0,0,0.07,0.38,0,0,0.11,0,0,0.36,0,0,1,1,1,,5,5,4,0,GO0051087@GO0000151@GO0051382@GO0016567@GO0019933@GO0000074
3,21,0.18,0.16,0.21,0.18,0,0.02,0.01,0.18,0.08,0.3,0,0.14,0,0,0.12,0.08,0,,,,,2,5,,0,GO0042283@GO0005789@GO0006490@GO0006488
3,20,0.1,0.1,0.06,0.07,0,0,0,0.08,0.27,0,0,0.11,0,0,0.23,0,0,1,1,,,4,5,4,0,GO0003924@GO0005575@GO0030036@GO0006886
3,20,0.1,0.1,0.09,0.11,0,0,0,0.1,0.24,0,0,0.11,0,0,0.27,0.11,0,1,,,,4,5,2,0,GO0005198@GO0005515@GO0005643@GO0006998@GO0006999@GO0006607@GO0006608@GO0006609@GO0006610@GO0006611@GO0006406@GO0006407@GO0006408@GO0006409
3,21,0.1,0.1,0,0.08,0,0,0,0.08,0.38,0,0,0.11,0,0,0.29,0,0,1,1,1,,5,5,4,0,GO0004439@GO0004445@GO0030479@GO0005624@GO0046856@GO0048017@GO0006897@GO0007047
3,20,0.1,0.1,0,0.05,0,0,0,0.07,0.38,0,0,0.11,0,0,0.36,0,0,1,1,1,,5,5,4,0,GO0003899@GO0005666@GO0006383
3,20,0.1,0.14,3.21,0.72,0,1.09,0.48,1.05,0.12,9.1,1,0.11,0,0,0.21,2.29,1,1,,,,2,5,2,0,GO0004033@GO0005634@GO0005737@GO0019568@GO0042843@GO0009651
3,21,0.11,0.1,0.2,0.18,0,0.05,0.04,0.15,0.21,0.2,0,0.11,0,0,0.24,0.17,0,,,,,2,5,,0,GO0003674@GO0005739@GO0005743@GO0006744
3,20,0.1,0.1,0.06,0,0,0,0,0.07,0.32,0,0,0.11,0,0,0.37,0,0,1,1,,1,4,5,5,0,GO0016566@GO0000228@GO0000122
3,21,0.1,0.1,0.07,0.09,0,0,-0.1,0.09,0.27,0,0,0.11,0,0,0.27,0.37,0,1,1,,,4,5,,0,GO0000026@GO0005783@GO0006506@GO0006276
3,21,0.11,0.14,0.13,0.14,0,0,0.01,0.13,0.25,0,0,0.13,0,0,0.14,0.07,0,,,,,,5,,0,GO0031202@GO0005682@GO0005685@GO0046540@GO0000398
3,21,0.1,0.1,0.12,0.12,0,-0.03,-0.05,0.11,0.18,0.2,0,0.11,0,0,0.22,0.23,0,1,1,,,,5,,0,GO0008486@GO0005634@GO0005737@GO0015959
3,20,0.11,0.1,0.16,0.2,0,0.09,0.08,0.14,0.27,0.3,0,0.13,0,0,0.29,0.28,0,,1,,,,5,,0,GO0008989@GO0005739@GO0000154
3,20,0.1,0.1,0.06,0.1,0,0,0,0.08,0.29,0,0,0.11,0,0,0.34,0,0,1,1,,1,4,5,5,0,GO0003674@GO0030690@GO0030691@GO0005634@GO0005739@GO0042255@GO0042254@GO0000054
3,20,0.1,0.1,0.1,0.14,0,0,0,0.11,0.3,0,0,0.15,0,0,0.36,0,0,1,,,,4,4,4,0,GO0003899@GO0005666@GO0006383
3,21,0.11,0.14,0.23,0.17,0,0,0.02,0.16,0.18,0,0,0.12,0,0,0.18,0.11,0,,,,,4,5,,0,GO0004871@GO0005834@GO0005886@GO0005937@GO0000750@GO0001403@GO0031684
3,21,0.17,0.13,0.26,0.18,0,-0.01,0.02,0.19,0.29,0,0,0.25,0,0,0.14,0.14,0,,,,,,4,2,0,GO0003714@GO0005634@GO0040020
3,21,0.1,0.11,0.13,0.06,0,0.09,0,0.1,0.43,0.2,0,0.11,0,0,0.35,0,0,1,,,,2,4,4,0,GO0004146@GO0005829@GO0006760
3,21,0.1,0.1,0.08,0.09,0,0,-0.19,0.09,0.25,0,0,0.11,0,0,0.18,1.06,0,1,1,,,4,5,,0,GO0043166@GO0032777@GO0035267@GO0016573@GO0006281@GO0006354@GO0000074@GO0006357
3,20,0.1,0.1,0,0.05,0,0,0,0.07,0.38,0,0,0.11,0,0,0.29,0,0,1,1,1,,5,5,4,0,GO0004842@GO0005515@GO0005680@GO0008054@GO0031145@GO0016567@GO0006333@GO0000022@GO0000070@GO0007091
3,20,0.1,0.09,0.1,0.12,0,0,0,0.11,0.28,0,0,0.11,0,0,0.35,0,0,1,,,,4,5,4,0,GO0003674@GO0008541@GO0006511
3,20,0.1,0.09,0.08,0,0,0,0,0.08,0.28,0,0,0.11,0,0,0.37,0,0,1,,,1,4,4,5,0,GO0003674@GO0005634@GO0005730@GO0042254@GO0007001@GO0042273
3,21,0.1,0.1,0.07,0.1,0,0,-0.05,0.09,0.21,0,0,0.11,0,0,0.23,0.22,0,1,1,,,4,5,,0,GO0004852@GO0005575@GO0006783
3,20,0.17,0.1,0.28,0.23,0,0.09,0.11,0.2,0.2,0.5,0,0.11,0,0,0.15,0.73,0,,,,,,5,,0,GO0017171@GO0005575@GO0008150
3,20,0.1,0.09,0.08,0.08,0,0,0,0.1,0.29,0,0,0.11,0,0,0.37,0,0,1,,,,4,5,4,0,GO0003674@GO0016020@GO0008150
3,20,0.1,0.1,0.06,0.08,0,0,0,0.08,0.37,0,0,0.11,0,0,0.29,0,0,1,1,,,5,5,4,0,GO0003674@GO0030140@GO0006038@GO0000282@GO0006893
3,20,0.1,0.1,0.06,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,,1,5,5,5,0,GO0003674@GO0005933@GO0005935@GO0005737@GO0008150
3,20,0.1,0.1,0.06,0.1,0,0,0,0.08,0.31,0,0,0.11,0,0,0.28,0,0,1,1,,1,4,5,5,0,GO0003723@GO0005686@GO0000398
3,20,0.1,0.1,0,0.1,0,0,0,0.08,0.38,0,0,0.11,0,0,0.24,0,0,1,1,1,,5,5,4,0,GO0042626@GO0005886@GO0006855
3,20,0.91,0.49,1.03,0.95,0,0.04,0.02,0.85,0.13,0.3,0,0.12,0,0,0.13,0.15,0,,,,,2,4,,0,GO0046961@GO0000221@GO0000329@GO0007035
3,20,0.1,0.1,0.1,0.07,0,0,0,0.09,0.23,0,0,0.11,0,0,0.25,0,0,1,1,,,4,5,4,0,GO0003899@GO0005736@GO0006360@GO0042254
3,21,0.1,0.1,0.06,0.11,0,0,-0.09,0.09,0.25,0,0,0.11,0,0,0.22,0.41,0,1,1,,,4,5,,0,GO0003899@GO0005736@GO0006360
3,21,0.1,0.1,0.05,0.05,0,0,0,0.07,0.38,0,0,0.11,0,0,0.34,0,0,1,1,,,5,5,4,0,GO0048487@GO0005575@GO0007023@GO0007025
3,20,0.11,0.13,0.14,0.11,0,0.08,0,0.12,0.16,0.5,0,0.12,0,0,0.34,0,0,,,,,,5,4,0,GO0016649@GO0005739@GO0019677
3,20,0.1,0.1,0.12,0.13,0,0,0,0.12,0.15,0,0,0.11,0,0,0.3,0,0,1,1,,,4,5,4,0,GO0005515@GO0032266@GO0005829@GO0008104
3,21,0.1,0.1,0.05,0.11,0,0,0,0.09,0.38,0,0,0.11,0,0,0.36,0,0,1,1,,,5,5,4,0,GO0003677@GO0016563@GO0016602@GO0005634@GO0006350@GO0006109
3,20,0.11,0.1,0.12,0.21,0,0,0.05,0.14,0.28,0,0,0.11,0,0,0.27,0.19,0,,,,,4,5,,0,GO0051015@GO0030674@GO0030479@GO0007015@GO0001300
3,21,0.1,0.1,0,0.07,0,0,0,0.08,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,,5,5,5,0,GO0005200@GO0005816@GO0007020
3,20,0.1,0.1,0.05,0.06,0,-0.35,0,0.08,0.03,12,1,0.11,0,0,0.24,0,0,1,1,,,,5,4,0,GO0004026@GO0012505@GO0005811@GO0006113@GO0030636@GO0006631
3,21,0.1,0.1,0.05,0.06,0,0,0,0.08,0.29,0,0,0.11,0,0,0.37,0,0,1,1,,,4,5,5,0,GO0003709@GO0000127@GO0006384
3,21,0.1,0.1,0,0.06,0,0,0,0.07,0.38,0,0,0.11,0,0,0.3,0,0,1,1,1,,5,5,4,0,GO0005515@GO0000817@GO0005634@GO0000778@GO0007059@GO0008608
3,20,0.1,0.1,0.06,0.1,0,0,0,0.09,0.34,0,0,0.11,0,0,0.15,0,0,1,1,,,4,5,4,0,GO0016929@GO0005635@GO0005643@GO0016926@GO0000086
3,21,0.1,0.1,0.07,0.07,0,0,-0.27,0.08,0.33,0,0,0.11,0,0,0.1,2.7,1,1,1,,,4,5,,0,GO0003711@GO0000113@GO0031463@GO0008023@GO0042787@GO0006368@GO0000715
3,21,0.1,0.1,0.16,0.11,0,0,-0.05,0.12,0.28,0,0,0.11,0,0,0.16,0.31,0,1,1,,,4,5,,0,GO0008194@GO0000506@GO0005783@GO0006506
3,20,0.1,0.19,0.14,0.14,0,0,0,0.15,0.12,0,0,0.11,0,0,0.28,0,0,1,,,,4,4,4,0,GO0005198@GO0005789@GO0030127@GO0019898@GO0006914@GO0006901@GO0016192
3,20,1.01,0.52,0.7,1.46,0,0.03,0.2,0.92,0.11,0.3,0,0.2,0,0,0.06,3.33,1,,,,,,5,,0,GO0017040@GO0005783@GO0006672@GO0009408
3,20,0.1,0.1,0,0.12,0,0,0,0.09,0.38,0,0,0.11,0,0,0.37,0,0,1,1,1,,5,5,4,0,GO0018456@GO0005575@GO0006081
3,20,0.24,0.15,0.27,0.25,0,0.07,0,0.23,0.12,0.6,0,0.13,0,0,0.21,0,0,,,,,,5,,0,GO0004362@GO0005634@GO0005739@GO0005737@GO0006979
3,20,0.1,0.1,0.08,0.1,0,0,0,0.09,0.35,0,0,0.11,0,0,0.3,0,0,1,1,,,4,5,4,0,GO0003674@GO0008023@GO0005737@GO0006400@GO0006357
3,20,0.1,0.1,0.06,0.13,0,0,-0.12,0.1,0.38,0,0,0.15,0,0,0.25,0.48,0,1,1,,,4,5,,0,GO0005507@GO0005740@GO0005761@GO0005739@GO0005743@GO0009060@GO0006461
3,20,0.1,0.17,0.14,0.08,0,-0.05,-0.25,0.13,0.18,0.3,0,0.11,0,0,0.13,1.92,1,1,,,,,5,,0,GO0004407@GO0003714@GO0000508@GO0000509@GO0005634@GO0016575@GO0040020
3,20,0.1,0.11,0.08,0.13,0,0,0.02,0.11,0.32,0,0,0.11,0,0,0.32,0.06,0,1,,,,4,4,2,0,GO0008897@GO0005739@GO0018065
3,20,0.1,0.1,0.06,0.06,0,0,0,0.08,0.34,0,0,0.11,0,0,0.34,0,0,1,1,,,4,5,4,0,GO0008143@GO0005634@GO0030847@GO0006357
3,21,0.1,0.1,0.08,0.06,0,0,-0.33,0.08,0.31,0,0,0.11,0,0,0.05,6.6,1,1,1,,,4,5,,0,GO0005515@GO0030123@GO0006896
3,39,0.81,0.76,1.02,1.97,0,-0.05,-0.04,1.14,0.19,0.3,0,0.24,0,0,0.31,0.13,0,,,,,,5,,0,GO0003735@GO0005842@GO0006412
3,21,0.31,0.13,0.21,0.41,0,-0.15,0.02,0.27,0.19,0.8,0,0.11,0,0,0.18,0.11,0,,,,,,5,,0,GO0004680@GO0005634@GO0005886@GO0006281@GO0000280@GO0007059@GO0042274@GO0007067@GO0007126
3,20,0.1,0.11,0.1,0.1,0,0,0,0.09,0.34,0,0,0.11,0,0,0.16,0,0,1,,1,,5,4,4,0,GO0005048@GO0005786@GO0006617@GO0045047
3,20,0.1,0.1,0.07,0.1,0,0,0,0.09,0.27,0,0,0.11,0,0,0.22,0,0,1,1,,,4,5,4,0,GO0004581@GO0005789@GO0006487
3,20,1.52,0.83,2.07,1.08,0,0.04,-0.12,1.38,0.13,0.3,0,0.25,0,0,0.23,0.52,0,,,,,,5,,0,GO0004316@GO0004315@GO0008897@GO0005835@GO0005739@GO0006633@GO0018065
3,20,0.14,0.21,0.23,0.29,0,0,0.13,0.22,0.16,0,0,0.13,0,0,0.15,0.87,0,,,,,,5,,0,GO0005486@GO0031201@GO0005628@GO0005886@GO0006944@GO0031321@GO0030437@GO0006893
3,21,0.21,0.15,0.17,0.2,0,0,-0.02,0.18,0.18,0,0,0.11,0,0,0.21,0.1,0,,,,,4,4,,0,GO0016538@GO0005634@GO0005737@GO0000079@GO0000321
3,20,0.1,0.1,0.09,0.06,0,0,0,0.09,0.26,0,0,0.11,0,0,0.33,0,0,1,1,,,4,5,4,0,GO0000179@GO0005730@GO0006365@GO0000154@GO0042254
3,21,0.1,0.09,0.07,0.11,0,-0.25,0.02,0.1,0.13,1.9,1,0.11,0,0,0.26,0.08,0,1,,,,,5,2,0,GO0042626@GO0005739@GO0005743@GO0009060
3,21,0.1,0.1,0.09,0.05,0,-0.16,0,0.08,0.22,0.7,0,0.11,0,0,0.37,0,0,1,1,,,,5,5,0,GO0003674@GO0005737@GO0009651@GO0045944
3,20,0.1,0.1,0.05,0,0,0,0,0.07,0.36,0,0,0.11,0,0,0.37,0,0,1,1,,1,4,5,5,0,GO0046421@GO0005739@GO0005759@GO0006567@GO0019541
3,20,0.1,0.1,0.08,0.09,0,0,0,0.09,0.27,0,0,0.11,0,0,0.16,0,0,1,1,,,4,5,4,0,GO0005215@GO0005739@GO0005743@GO0006810
3,20,0.32,0.15,0.61,0.16,0,0.35,-0.21,0.31,0.15,2.3,1,0.14,0,0,0.16,1.31,1,,,,,,5,,0,GO0005198@GO0000276@GO0005739@GO0015986
3,21,0.1,0.1,0.05,0.09,0,0,0,0.08,0.38,0,0,0.11,0,0,0.24,0,0,1,1,,,5,5,4,0,GO0004176@GO0031942@GO0005739@GO0005743@GO0007005
3,20,0.2,0.27,0.2,0.29,0,0,0.01,0.24,0.2,0,0,0.11,0,0,0.2,0.05,0,,,,,4,4,,0,GO0003743@GO0005096@GO0005843@GO0043614@GO0042256@GO0006446
3,20,0.1,0.1,0.06,0.11,0,0,0,0.09,0.29,0,0,0.11,0,0,0.27,0,0,1,1,,,4,5,4,0,GO0003723@GO0030532@GO0000245
3,20,0.1,0.1,0.06,0.06,0,0,0,0.08,0.33,0,0,0.11,0,0,0.37,0,0,1,1,,,5,5,4,0,GO0008301@GO0016566@GO0000228@GO0000122
3,21,0.1,0.1,0.05,0.05,0,0,0,0.07,0.38,0,0,0.11,0,0,0.33,0,0,1,1,,,5,5,4,0,GO0019781@GO0005737@GO0045116
3,20,0.1,0.16,0.2,0.21,0,0.04,0.13,0.17,0.17,0.2,0,0.11,0,0,0.17,0.76,0,1,,,,2,5,2,0,GO0003674@GO0000324@GO0005886@GO0005737@GO0016021@GO0007231@GO0000751
3,21,0.13,0.17,0.48,0.2,0,0.21,0,0.25,0.15,1.4,1,0.12,0,0,0.12,0,0,,,,,2,5,4,0,GO0031202@GO0005682@GO0046540@GO0000398
3,20,0.1,0.1,0.08,0.09,0,0,0,0.09,0.24,0,0,0.11,0,0,0.32,0,0,1,1,,,4,5,4,0,GO0003723@GO0005847@GO0006379@GO0006378
3,21,0.1,0.1,0.07,0.13,0,0,-0.21,0.1,0.35,0,0,0.11,0,0,0.18,1.17,1,1,1,,,4,5,,0,GO0016538@GO0005634@GO0051225@GO0006279@GO0000082@GO0000086@GO0007090@GO0000079@GO0045740
3,20,0.1,0.1,0.06,0,0,0,0,0.07,0.38,0,0,0.11,0,0,0.37,0,0,1,1,,1,4,5,5,0,GO0015088@GO0005886@GO0015677
3,20,0.1,0.1,0.06,0.07,0,0,0,0.08,0.28,0,0,0.11,0,0,0.25,0,0,1,1,,,4,5,4,0,GO0003677@GO0005634@GO0000228@GO0006261@GO0006281@GO0007064@GO0001302
3,20,0.46,0.39,0.96,0.47,0,0.35,0.06,0.57,0.13,2.7,1,0.14,0,0,0.16,0.38,0,,,,,,5,,0,GO0004066@GO0005737@GO0006529
3,20,0.1,0.1,0.06,0.06,0,0,0,0.08,0.27,0,0,0.11,0,0,0.32,0,0,1,1,,,4,5,4,0,GO0003674@GO0005739@GO0005741@GO0009060@GO0016071
3,21,0.1,0.1,0.07,0.09,0,-0.26,0,0.09,0.12,2.2,1,0.11,0,0,0.28,0,0,1,1,,,,5,4,0,GO0003688@GO0005664@GO0005656@GO0006267@GO0006270@GO0030466
3,20,0.29,0.24,0.21,0.27,0,-0.19,-0.1,0.25,0.19,1,0,0.12,0,0,0.16,0.63,0,,,,,,5,,0,GO0003743@GO0005840@GO0006413
3,20,0.1,0.1,0,0.08,0,0,0,0.08,0.37,0,0,0.11,0,0,0.3,0,0,1,1,1,,5,5,4,0,GO0005515@GO0019898@GO0006914@GO0006623
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.05,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0000812@GO0005634@GO0005739@GO0043486@GO0007029@GO0042493
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004407@GO0030528@GO0000508@GO0005634@GO0016575@GO0006644@GO0000723@GO0006357
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0000146@GO0051015@GO0031475@GO0031941@GO0005739@GO0005933@GO0007534@GO0048309@GO0008298
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0016563@GO0005681@GO0005634@GO0000398@GO0045944
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005089@GO0004871@GO0005634@GO0005935@GO0043332@GO0000131@GO0000750@GO0007264@GO0030468@GO0000753@GO0001403@GO0007124@GO0007096@GO0007118@GO0007119@GO0006033
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003924@GO0005739@GO0005741@GO0016192
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0017056@GO0005643@GO0000059@GO0000723@GO0006913
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0000213@GO0000214@GO0005739@GO0005637@GO0005741@GO0006388
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005537@GO0009277@GO0000501
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004674@GO0005575@GO0006468@GO0007067@GO0007126
0,26,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004526@GO0000171@GO0000172@GO0005655@GO0006364@GO0006379@GO0008033
0,20,0.1,0.1,0.1,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0015157@GO0005789@GO0006487@GO0015772
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004406@GO0033100@GO0016573@GO0006348@GO0030466
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005634@GO0005737@GO0042254
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004843@GO0005575@GO0008150
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005198@GO0005643@GO0000059@GO0007059@GO0006999@GO0006607@GO0006608@GO0006609@GO0006610@GO0006611@GO0006406@GO0006407@GO0006408@GO0006409
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003735@GO0005763@GO0005739@GO0006412@GO0006413
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004697@GO0005634@GO0005856@GO0030427@GO0005737@GO0006468@GO0007243@GO0007015@GO0007047
0,20,0.1,0,0.1,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0045547@GO0005783@GO0019408@GO0006486@GO0006888
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0000010@GO0005739@GO0006744
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0007047
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005198@GO0000124@GO0046695@GO0005739@GO0000747@GO0006461@GO0016573
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0008821@GO0003713@GO0048476@GO0005634@GO0006265@GO0006281@GO0007131
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0000145@GO0005934@GO0005935@GO0000131@GO0000245@GO0006887
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0017136@GO0045129@GO0003714@GO0000118@GO0005634@GO0016575@GO0006348@GO0045835@GO0000122
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.1,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003713@GO0016565@GO0005634@GO0016584@GO0006338@GO0000723@GO0016481
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0008094@GO0003684@GO0000108@GO0000113@GO0000715
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003729@GO0030478@GO0005737@GO0007534@GO0048309@GO0008298
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005634@GO0005739@GO0005737@GO0008150
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0031202@GO0005515@GO0046540@GO0000349@GO0000398
